Stream; Time Stamp; Data
R;pause;OFF
E4_Bvp;1652177493,11088;21,52243
E4_Bvp;1652177493,1265;15,20857
E4_Bvp;1652177493,14213;8,985031
E4_Bvp;1652177493,15775;2,692383
E4_Bvp;1652177493,17338;-3,848419
E4_Bvp;1652177493,189;-10,65736
E4_Bvp;1652177493,20463;-17,59671
E4_Bvp;1652177493,22026;-24,38377
E4_Bvp;1652177493,23588;-30,73729
E4_Bvp;1652177493,25151;-36,52708
E4_Bvp;1652177493,26713;-41,81209
E4_Gsr;1652177492,149;0,2191472
E4_Gsr;1652177492,399;0,2229919
E4_Gsr;1652177492,649;0,2229919
E4_Gsr;1652177492,899;0,2191472
E4_Gsr;1652177493,149;0,2191472
E4_Gsr;1652177493,399;0,2229919
E4_Bvp;1652177493,28276;-46,79828
E4_Bvp;1652177493,29838;-51,68555
E4_Bvp;1652177493,31401;-56,58693
E4_Bvp;1652177493,32964;-61,51131
E4_Bvp;1652177493,34526;-66,54085
E4_Bvp;1652177493,36089;-71,92903
E4_Bvp;1652177493,37651;-78,12437
E4_Bvp;1652177493,39214;-85,52908
E4_Bvp;1652177493,40777;-94,10112
E4_Bvp;1652177493,42339;-102,9633
E4_Bvp;1652177493,43902;-110,3675
ManipulatedHR;1652177488,02247;85.00007
E4_Bvp;1652177493,45464;-114,0558
E4_Bvp;1652177493,47027;-111,9841
E4_Bvp;1652177493,48589;-103,0945
E4_Bvp;1652177493,50152;-87,67352
E4_Bvp;1652177493,51715;-67,2596
E4_Bvp;1652177493,53277;-44,0522
E4_Bvp;1652177493,5484;-20,2413
E4_Bvp;1652177493,56402;2,488983
E4_Bvp;1652177493,57965;23,04321
E4_Bvp;1652177493,59527;40,70352
E4_Hr;1652177488,02247;65,08173
E4_Ibi;1652177488,02247;0,9219177
E4_Bvp;1652177493,6109;54,89462
E4_Bvp;1652177493,62653;65,05838
E4_Bvp;1652177493,64215;70,78792
E4_Bvp;1652177493,65778;72,05959
E4_Bvp;1652177493,6734;69,38515
E4_Bvp;1652177493,68903;63,79974
E4_Bvp;1652177493,70465;56,61601
E4_Bvp;1652177493,72028;49,10887
E4_Bvp;1652177493,73591;42,28322
E4_Bvp;1652177493,75153;36,76534
E4_Bvp;1652177493,76716;32,82683
E4_Bvp;1652177493,78278;30,5154
E4_Bvp;1652177493,79841;29,70602
E4_Bvp;1652177493,81403;30,18661
E4_Bvp;1652177493,82966;31,66084
E4_Bvp;1652177493,84529;33,76262
E4_Bvp;1652177493,86091;36,11678
E4_Bvp;1652177493,87654;38,32675
E4_Bvp;1652177493,89216;40,06657
E4_Bvp;1652177493,90779;41,02199
E4_Bvp;1652177493,92341;40,97267
E4_Bvp;1652177493,93904;39,76004
E4_Bvp;1652177493,95467;37,36536
E4_Bvp;1652177493,97029;33,84932
E4_Bvp;1652177493,98592;29,36769
E4_Bvp;1652177494,00154;24,08476
E4_Bvp;1652177494,01717;18,19395
E4_Bvp;1652177494,03279;11,90897
E4_Bvp;1652177494,04842;5,462418
E4_Bvp;1652177494,06405;-0,8605804
E4_Bvp;1652177494,07967;-6,818253
E4_Bvp;1652177494,0953;-12,304
E4_Bvp;1652177494,11092;-17,43637
E4_Bvp;1652177494,12655;-22,50999
E4_Bvp;1652177494,14217;-27,8696
E4_Bvp;1652177494,1578;-33,69507
E4_Bvp;1652177494,17343;-39,85678
E4_Bvp;1652177494,18905;-45,97066
E4_Bvp;1652177494,20468;-51,56
E4_Bvp;1652177494,2203;-56,35115
E4_Bvp;1652177494,23593;-60,46956
E4_Bvp;1652177494,25155;-64,44908
