Stream; Time Stamp; Data
R;pause;OFF
E4_Bvp;1652175791,05041;37,46091
E4_Bvp;1652175791,06603;35,7995
E4_Bvp;1652175791,08166;33,28846
E4_Bvp;1652175791,09729;30,33698
E4_Bvp;1652175791,11291;27,2981
E4_Bvp;1652175791,12854;24,46727
E4_Bvp;1652175791,14416;22,10322
E4_Bvp;1652175791,15979;20,40631
E4_Bvp;1652175791,17541;19,47468
E4_Bvp;1652175791,19104;19,21388
E4_Bvp;1652175791,20667;19,34811
E4_Gsr;1652175790,063;0,3203714
E4_Gsr;1652175790,313;0,3190899
E4_Gsr;1652175790,563;0,3216528
E4_Gsr;1652175790,813;0,3229343
E4_Gsr;1652175791,063;0,3229343
E4_Gsr;1652175791,313;0,3242158
E4_Bvp;1652175791,22229;19,49603
E4_Bvp;1652175791,23792;19,31118
E4_Bvp;1652175791,25354;18,6029
E4_Bvp;1652175791,26917;17,36411
E4_Bvp;1652175791,28479;15,72582
E4_Bvp;1652175791,30042;13,81775
E4_Bvp;1652175791,31605;11,74301
E4_Bvp;1652175791,33167;9,536388
E4_Bvp;1652175791,3473;7,236305
E4_Bvp;1652175791,36292;4,946644
E4_Bvp;1652175791,37855;2,81078
E4_Bvp;1652175791,39417;0,9717751
E4_Bvp;1652175791,4098;-0,5548859
E4_Bvp;1652175791,42543;-1,854446
E4_Bvp;1652175791,44105;-3,126724
E4_Bvp;1652175791,45668;-4,564014
E4_Bvp;1652175791,4723;-6,287083
E4_Bvp;1652175791,48793;-8,302025
E4_Bvp;1652175791,50355;-10,48589
E4_Bvp;1652175791,51918;-12,6651
E4_Bvp;1652175791,53481;-14,64897
E4_Bvp;1652175791,55043;-16,29166
E4_Bvp;1652175791,56606;-17,54248
E4_Bvp;1652175791,58168;-18,48306
E4_Bvp;1652175791,59731;-19,26336
E4_Bvp;1652175791,61293;-20,097
E4_Bvp;1652175791,62856;-21,15379
E4_Bvp;1652175791,64419;-22,48442
E4_Bvp;1652175791,65981;-23,98925
E4_Bvp;1652175791,67544;-25,41189
E4_Bvp;1652175791,69106;-26,42428
E4_Bvp;1652175791,70669;-26,71467
E4_Bvp;1652175791,72231;-26,04811
ManipulatedHR;1652175786,3362;103.9534
E4_Bvp;1652175791,73794;-24,26738
E4_Bvp;1652175791,75357;-21,2698
E4_Bvp;1652175791,76919;-16,97439
E4_Bvp;1652175791,78482;-11,35051
E4_Bvp;1652175791,80044;-4,506638
E4_Bvp;1652175791,81607;3,265198
E4_Bvp;1652175791,83169;11,4104
E4_Hr;1652175786,3362;65,08173
E4_Ibi;1652175786,3362;0,9219177
E4_Bvp;1652175791,84732;19,2423
E4_Bvp;1652175791,86295;26,07058
E4_Bvp;1652175791,87857;31,38215
E4_Bvp;1652175791,8942;34,95934
E4_Bvp;1652175791,90982;36,86322
E4_Bvp;1652175791,92545;37,36423
E4_Bvp;1652175791,94107;36,78625
E4_Bvp;1652175791,9567;35,41208
E4_Bvp;1652175791,97233;33,45486
E4_Bvp;1652175791,98795;31,12653
E4_Bvp;1652175792,00358;28,64097
E4_Bvp;1652175792,0192;26,22945
E4_Bvp;1652175792,03483;24,06174
E4_Bvp;1652175792,05045;22,20267
