Stream; Time Stamp; Data
R;pause;OFF
E4_Bvp;1652178768,78727;28,47483
E4_Bvp;1652178768,80289;29,67255
E4_Bvp;1652178768,81852;28,54258
E4_Bvp;1652178768,83415;25,5969
E4_Bvp;1652178768,84977;21,41995
E4_Bvp;1652178768,8654;16,58787
E4_Bvp;1652178768,88102;11,71957
E4_Bvp;1652178768,89665;7,365067
E4_Bvp;1652178768,91227;3,952091
E4_Bvp;1652178768,9279;1,639923
E4_Bvp;1652178768,94353;0,314579
E4_Bvp;1652178768,95915;-0,3239975
E4_Bvp;1652178768,97478;-0,6359825
E4_Bvp;1652178768,9904;-0,8910255
E4_Bvp;1652178769,00603;-1,222084
E4_Bvp;1652178769,02165;-1,672977
E4_Bvp;1652178769,03728;-2,277775
E4_Bvp;1652178769,05291;-3,087734
E4_Bvp;1652178769,06853;-4,192329
E4_Bvp;1652178769,08416;-5,63192
E4_Bvp;1652178769,09978;-7,363895
E4_Bvp;1652178769,11541;-9,30463
E4_Bvp;1652178769,13103;-11,28862
E4_Bvp;1652178769,14666;-13,22395
E4_Bvp;1652178769,16229;-15,11803
E4_Bvp;1652178769,17791;-17,1166
E4_Bvp;1652178769,19354;-19,46466
E4_Bvp;1652178769,20916;-22,41822
E4_Bvp;1652178769,22479;-26,07781
E4_Bvp;1652178769,24041;-30,22166
E4_Bvp;1652178769,25604;-34,19927
E4_Bvp;1652178769,27167;-37,02111
E4_Bvp;1652178769,28729;-37,58879
E4_Gsr;1652178768,016;0,4485199
E4_Gsr;1652178768,266;0,4485199
E4_Gsr;1652178768,516;0,4510829
E4_Gsr;1652178768,766;0,4523644
E4_Gsr;1652178769,016;0,4523644
E4_Gsr;1652178769,266;0,4523644
E4_Bvp;1652178769,30292;-35,04919
E4_Bvp;1652178769,31854;-29,12537
E4_Bvp;1652178769,33417;-20,23498
E4_Bvp;1652178769,34979;-9,382252
E4_Bvp;1652178769,36542;2,113235
E4_Bvp;1652178769,38105;12,97367
E4_Bvp;1652178769,39667;22,21495
E4_Bvp;1652178769,4123;29,22155
E4_Bvp;1652178769,42792;33,74978
E4_Bvp;1652178769,44355;35,8181
E4_Bvp;1652178769,45917;35,67846
E4_Bvp;1652178769,4748;33,75837
E4_Bvp;1652178769,49043;30,57371
E4_Bvp;1652178769,50605;26,69609
E4_Bvp;1652178769,52168;22,63981
E4_Bvp;1652178769,5373;18,79414
E4_Bvp;1652178769,55293;15,37489
E4_Bvp;1652178769,56855;12,44935
E4_Bvp;1652178769,58418;10,02535
E4_Bvp;1652178769,59981;8,118431
E4_Bvp;1652178769,61543;6,67218
E4_Bvp;1652178769,63106;5,526978
E4_Bvp;1652178769,64668;4,407253
E4_Bvp;1652178769,66231;3,058403
E4_Bvp;1652178769,67794;1,366657
E4_Bvp;1652178769,69356;-0,5900383
E4_Bvp;1652178769,70919;-2,604599
E4_Bvp;1652178769,72481;-4,461723
E4_Bvp;1652178769,74044;-6,06443
E4_Bvp;1652178769,75606;-7,484909
E4_Bvp;1652178769,77169;-9,010239
E4_Bvp;1652178769,78732;-10,93375
E4_Bvp;1652178769,80294;-13,42339
E4_Bvp;1652178769,81857;-16,50928
E4_Bvp;1652178769,83419;-20,15203
E4_Bvp;1652178769,84982;-24,27209
E4_Bvp;1652178769,86544;-28,66568
E4_Bvp;1652178769,88107;-32,82448
E4_Bvp;1652178769,8967;-35,88445
E4_Bvp;1652178769,91232;-37,01654
E4_Bvp;1652178769,92795;-35,47393
E4_Bvp;1652178769,94357;-30,79186
E4_Bvp;1652178769,9592;-22,96251
E4_Bvp;1652178769,97482;-12,65876
E4_Bvp;1652178769,99045;-1,125908
E4_Bvp;1652178770,00608;10,22609
E4_Bvp;1652178770,0217;20,22305
E4_Bvp;1652178770,03733;28,22872
E4_Bvp;1652178770,05295;33,68041
E4_Bvp;1652178770,06858;36,48994
E4_Bvp;1652178770,0842;37,18527
E4_Bvp;1652178770,09983;36,71601
E4_Bvp;1652178770,11546;35,88865
E4_Bvp;1652178770,13108;35,11964
E4_Bvp;1652178770,14671;34,56911
E4_Bvp;1652178770,16233;34,39953
E4_Bvp;1652178770,17796;35,01982
E4_Bvp;1652178770,19358;36,17513
E4_Bvp;1652178770,20921;37,58569
E4_Bvp;1652178770,22484;39,31647
E4_Bvp;1652178770,24046;41,72089
E4_Bvp;1652178770,25609;44,8139
E4_Bvp;1652178770,27171;48,04382
E4_Bvp;1652178770,28734;50,55967
E4_Bvp;1652178770,30296;51,56235
E4_Bvp;1652178770,31859;50,51137
E4_Bvp;1652178770,33422;46,02866
E4_Bvp;1652178770,34984;36,81625
E4_Bvp;1652178770,36547;22,5755
E4_Bvp;1652178770,38109;4,19191
E4_Bvp;1652178770,39672;-16,99899
E4_Bvp;1652178770,41234;-39,87056
E4_Bvp;1652178770,42797;-63,82693
E4_Bvp;1652178770,4436;-89,07709
E4_Bvp;1652178770,45922;-110,0022
E4_Bvp;1652178770,47485;-122,2283
E4_Bvp;1652178770,49047;-125,9997
E4_Bvp;1652178770,5061;-125,0202
E4_Bvp;1652178770,52172;-121,3646
E4_Bvp;1652178770,53735;-113,6918
E4_Bvp;1652178770,55298;-99,7386
E4_Bvp;1652178770,5686;-79,02717
E4_Bvp;1652178770,58423;-53,84177
E4_Bvp;1652178770,59985;-28,25321
E4_Bvp;1652178770,61548;-7,328918
E4_Bvp;1652178770,6311;5,56987
E4_Bvp;1652178770,64673;10,29151
E4_Bvp;1652178770,66236;9,333878
E4_Gsr;1652178769,516;0,4523644
E4_Gsr;1652178769,766;0,4523644
E4_Gsr;1652178770,016;0,4574903
E4_Gsr;1652178770,266;0,4536458
E4_Gsr;1652178770,516;0,4562088
E4_Gsr;1652178770,766;0,4536458
E4_Bvp;1652178770,67798;5,880421
E4_Bvp;1652178770,69361;2,181446
E4_Bvp;1652178770,70923;-0,7013626
E4_Bvp;1652178770,72486;-2,933132
E4_Bvp;1652178770,74048;-4,090309
E4_Bvp;1652178770,75611;-4,347769
E4_Bvp;1652178770,77174;-3,881496
E4_Bvp;1652178770,78736;-2,508833
E4_Bvp;1652178770,80299;-0,009264946
E4_Bvp;1652178770,81861;3,405968
E4_Bvp;1652178770,83424;6,970954
E4_Bvp;1652178770,84986;9,775267
E4_Bvp;1652178770,86549;11,03826
E4_Bvp;1652178770,88112;10,3691
E4_Bvp;1652178770,89674;7,022906
E4_Bvp;1652178770,91237;0,3931952
E4_Bvp;1652178770,92799;-9,563368
E4_Bvp;1652178770,94362;-22,21496
E4_Bvp;1652178770,95924;-36,61237
E4_Bvp;1652178770,97487;-51,82411
E4_Bvp;1652178770,9905;-66,43808
E4_Bvp;1652178771,00612;-78,7451
E4_Bvp;1652178771,02175;-87,15714
E4_Bvp;1652178771,03737;-90,96774
