Stream; Time Stamp; Data
E4_Bvp;1652176889,45792;-36,65771
E4_Bvp;1652176889,47355;-39,62363
E4_Bvp;1652176889,48917;-43,05685
E4_Bvp;1652176889,5048;-47,32541
E4_Bvp;1652176889,52042;-52,48883
E4_Bvp;1652176889,53605;-58,13818
E4_Bvp;1652176889,55167;-63,37991
E4_Bvp;1652176889,5673;-66,92941
E4_Bvp;1652176889,58293;-67,44742
E4_Bvp;1652176889,59855;-63,92673
E4_Bvp;1652176889,61418;-56,08282
R;pause;OFF
E4_Bvp;1652176889,6298;-44,43073
E4_Bvp;1652176889,64543;-30,18436
E4_Bvp;1652176889,66105;-14,85446
E4_Bvp;1652176889,67668;0,1228027
E4_Bvp;1652176889,69231;13,65445
E4_Bvp;1652176889,70793;25,07834
E4_Bvp;1652176889,72356;34,08356
E4_Bvp;1652176889,73918;40,61337
E4_Bvp;1652176889,75481;44,76892
E4_Bvp;1652176889,77043;46,81326
E4_Bvp;1652176889,78606;47,16418
E4_Bvp;1652176889,80169;46,37103
E4_Bvp;1652176889,81731;45,01996
E4_Bvp;1652176889,83294;43,561
E4_Bvp;1652176889,84856;42,24768
E4_Bvp;1652176889,86419;41,07416
E4_Bvp;1652176889,87981;39,90771
E4_Bvp;1652176889,89544;38,66776
E4_Bvp;1652176889,91107;37,45337
E4_Bvp;1652176889,92669;36,56937
E4_Bvp;1652176889,94232;36,34094
E4_Bvp;1652176889,95794;36,98807
E4_Bvp;1652176889,97357;38,40457
E4_Bvp;1652176889,98919;40,22745
E4_Bvp;1652176890,00482;41,93756
E4_Bvp;1652176890,02045;43,04514
E4_Bvp;1652176890,03607;43,20877
E4_Bvp;1652176890,0517;42,26755
E4_Bvp;1652176890,06732;40,2045
E4_Bvp;1652176890,08295;37,09943
E4_Bvp;1652176890,09857;33,14511
E4_Bvp;1652176890,1142;28,62061
E4_Bvp;1652176890,12983;23,94333
E4_Bvp;1652176890,14545;19,55273
E4_Bvp;1652176890,16108;15,86499
E4_Bvp;1652176890,1767;13,05127
E4_Bvp;1652176890,19233;11,05225
E4_Bvp;1652176890,20795;9,590515
E4_Bvp;1652176890,22358;8,318146
E4_Bvp;1652176890,23921;6,970978
E4_Bvp;1652176890,25483;5,462448
E4_Bvp;1652176890,27046;3,873535
E4_Bvp;1652176890,28608;2,31813
E4_Bvp;1652176890,30171;0,7802734
E4_Gsr;1652176889,149;0,1755741
E4_Gsr;1652176889,399;0,1768556
E4_Gsr;1652176889,649;0,1730109
E4_Gsr;1652176889,899;0,1730109
E4_Gsr;1652176890,149;0,1742925
E4_Gsr;1652176890,399;0,1742925
E4_Bvp;1652176890,31733;-0,9338379
E4_Bvp;1652176890,33296;-3,152924
E4_Bvp;1652176890,34859;-6,149353
E4_Bvp;1652176890,36421;-9,996277
E4_Bvp;1652176890,37984;-14,49217
E4_Bvp;1652176890,39546;-19,27362
E4_Bvp;1652176890,41109;-23,95894
E4_Bvp;1652176890,42671;-28,35364
E4_Bvp;1652176890,44234;-32,44952
E4_Bvp;1652176890,45797;-36,33878
E4_Bvp;1652176890,47359;-40,15189
E4_Bvp;1652176890,48922;-44,02272
E4_Bvp;1652176890,50484;-48,1368
E4_Bvp;1652176890,52047;-52,77353
E4_Bvp;1652176890,53609;-58,25735
E4_Bvp;1652176890,55172;-64,70775
E4_Bvp;1652176890,56735;-71,79213
E4_Bvp;1652176890,58297;-78,53441
E4_Bvp;1652176890,5986;-83,40273
E4_Bvp;1652176890,61422;-84,71132
E4_Bvp;1652176890,62985;-81,19711
E4_Bvp;1652176890,64547;-72,52859
E4_Bvp;1652176890,6611;-59,42616
E4_Bvp;1652176890,67673;-43,53069
E4_Bvp;1652176890,69235;-26,80777
E4_Bvp;1652176890,70798;-10,99263
E4_Bvp;1652176890,7236;2,802017
E4_Bvp;1652176890,73923;14,13681
E4_Bvp;1652176890,75485;23,06639
E4_Bvp;1652176890,77048;29,83012
E4_Bvp;1652176890,78611;34,6694
E4_Bvp;1652176890,80173;37,76128
E4_Bvp;1652176890,81736;39,2798
E4_Bvp;1652176890,83298;39,4751
E4_Bvp;1652176890,84861;38,71362
E4_Bvp;1652176890,86423;37,40646
E4_Bvp;1652176890,87986;35,91565
E4_Bvp;1652176890,89549;34,46703
E4_Bvp;1652176890,91111;33,15871
E4_Bvp;1652176890,92674;32,04485
E4_Bvp;1652176890,94236;31,18459
E4_Bvp;1652176890,95799;30,69909
E4_Bvp;1652176890,97361;30,74626
E4_Bvp;1652176890,98924;31,38841
E4_Bvp;1652176891,00487;32,54063
E4_Bvp;1652176891,02049;33,92665
E4_Bvp;1652176891,03612;35,12681
E4_Bvp;1652176891,05174;35,73405
E4_Bvp;1652176891,06737;35,5171
E4_Bvp;1652176891,08299;34,52535
E4_Bvp;1652176891,09862;33,02331
E4_Bvp;1652176891,11425;31,37671
E4_Bvp;1652176891,12987;29,82918
E4_Bvp;1652176891,1455;28,3551
E4_Bvp;1652176891,16112;26,69867
E4_Bvp;1652176891,17675;24,53337
E4_Bvp;1652176891,19237;21,64716
E4_Bvp;1652176891,208;18,10762
E4_Bvp;1652176891,22363;14,23401
E4_Bvp;1652176891,23925;10,49346
E4_Bvp;1652176891,25488;7,260002
E4_Bvp;1652176891,2705;4,671272
E4_Bvp;1652176891,28613;2,579887
E4_Bvp;1652176891,30175;0,6598873
E4_Bvp;1652176891,31738;-1,423889
E4_Bvp;1652176891,33301;-3,871731
E4_Bvp;1652176891,34863;-6,685845
E4_Bvp;1652176891,36426;-9,73757
E4_Bvp;1652176891,37988;-12,86456
E4_Bvp;1652176891,39551;-15,99039
E4_Bvp;1652176891,41113;-19,12078
E4_Bvp;1652176891,42676;-22,32866
E4_Bvp;1652176891,44239;-25,64338
E4_Bvp;1652176891,45801;-29,05156
E4_Bvp;1652176891,47364;-32,44888
E4_Bvp;1652176891,48926;-35,74757
E4_Bvp;1652176891,50489;-38,921
E4_Bvp;1652176891,52051;-42,0568
E4_Bvp;1652176891,53614;-45,28593
E4_Bvp;1652176891,55177;-48,67653
E4_Bvp;1652176891,56739;-52,20457
E4_Bvp;1652176891,58302;-55,77518
E4_Bvp;1652176891,59864;-59,327
E4_Bvp;1652176891,61427;-62,97011
E4_Bvp;1652176891,62989;-66,9557
E4_Bvp;1652176891,64552;-71,5825
E4_Bvp;1652176891,66115;-76,85419
E4_Bvp;1652176891,67677;-82,31537
E4_Bvp;1652176891,6924;-86,95081
E4_Bvp;1652176891,70802;-89,42978
E4_Bvp;1652176891,72365;-88,45836
E4_Bvp;1652176891,73927;-83,2216
E4_Bvp;1652176891,7549;-73,60618
E4_Bvp;1652176891,77053;-60,26955
E4_Bvp;1652176891,78615;-44,40908
E4_Bvp;1652176891,80178;-27,50815
E4_Bvp;1652176891,8174;-11,02833
E4_Bvp;1652176891,83303;3,834541
E4_Bvp;1652176891,84866;16,2249
E4_Gsr;1652176890,649;0,1717294
E4_Gsr;1652176890,899;0,1704478
E4_Gsr;1652176891,149;0,1742925
E4_Gsr;1652176891,399;0,1742925
E4_Gsr;1652176891,649;0,1704478
E4_Gsr;1652176891,899;0,1717294
ManipulatedHR;1652176886,13522;0
E4_Bvp;1652176891,86428;25,66026
E4_Hr;1652176886,13522;57,31078
E4_Ibi;1652176886,13522;1,046923
E4_Bvp;1652176891,87991;31,99995
E4_Bvp;1652176891,89553;35,36767
E4_Bvp;1652176891,91116;36,13286
E4_Bvp;1652176891,92678;34,85033
E4_Bvp;1652176891,94241;32,25149
E4_Bvp;1652176891,95804;29,08662
E4_Bvp;1652176891,97366;26,02585
E4_Bvp;1652176891,98929;23,52129
E4_Bvp;1652176892,00491;21,76176
E4_Bvp;1652176892,02054;20,75517
E4_Bvp;1652176892,03616;20,42135
E4_Bvp;1652176892,05179;20,72305
E4_Bvp;1652176892,06742;21,67993
